"Scenario","Area","Year","Population"
"SSP2","Hong Kong Special Administrative Region of China",2095,6358.7
"SSP2","Hong Kong Special Administrative Region of China",2100,6173
"SSP2","Hungary",2020,9770.1
"SSP2","Hungary",2025,9592.2
"SSP2","Hungary",2030,9414.6
"SSP2","Hungary",2035,9217.9
"SSP2","Hungary",2040,9015.7
"SSP2","Hungary",2045,8820.7
"SSP2","Hungary",2050,8642.2
"SSP2","Hungary",2055,8472
"SSP2","Hungary",2060,8298.5
"SSP2","Hungary",2065,8104.3
"SSP2","Hungary",2070,7895.7
"SSP2","Hungary",2075,7687
"SSP2","Hungary",2080,7490.7
"SSP2","Hungary",2085,7306.9
"SSP2","Hungary",2090,7125.7
"SSP2","Hungary",2095,6944.3
"SSP2","Hungary",2100,6760.9
"SSP2","Iceland",2020,364.3
"SSP2","Iceland",2025,376.5
"SSP2","Iceland",2030,387.1
"SSP2","Iceland",2035,396.7
"SSP2","Iceland",2040,405.2
"SSP2","Iceland",2045,412.9
"SSP2","Iceland",2050,420.2
"SSP2","Iceland",2055,426.5
"SSP2","Iceland",2060,432.3
"SSP2","Iceland",2065,437.4
"SSP2","Iceland",2070,441.9
"SSP2","Iceland",2075,445.6
"SSP2","Iceland",2080,448.3
"SSP2","Iceland",2085,449.8
"SSP2","Iceland",2090,450.4
"SSP2","Iceland",2095,450.4
"SSP2","Iceland",2100,450.8
"SSP2","India",2020,1389966.4
"SSP2","India",2025,1445479.6
"SSP2","India",2030,1501725.4
"SSP2","India",2035,1548067.5
"SSP2","India",2040,1583687
"SSP2","India",2045,1607694.6
"SSP2","India",2050,1620357.9
"SSP2","India",2055,1625062
"SSP2","India",2060,1622571.7
"SSP2","India",2065,1612142.5
"SSP2","India",2070,1594675.8
"SSP2","India",2075,1570023.7
"SSP2","India",2080,1539493
"SSP2","India",2085,1504980.7
"SSP2","India",2090,1468261.3
"SSP2","India",2095,1430166.6
"SSP2","India",2100,1391608
"SSP2","Indonesia",2020,270825.8
"SSP2","Indonesia",2025,280692.7
"SSP2","Indonesia",2030,290581.9
"SSP2","Indonesia",2035,298639.1
"SSP2","Indonesia",2040,304633.2
"SSP2","Indonesia",2045,308598.1
"SSP2","Indonesia",2050,310601.3
"SSP2","Indonesia",2055,311209.3
"SSP2","Indonesia",2060,310507.5
"SSP2","Indonesia",2065,308659.8
"SSP2","Indonesia",2070,305830.2
"SSP2","Indonesia",2075,302177.6
"SSP2","Indonesia",2080,297658.7
"SSP2","Indonesia",2085,292400
"SSP2","Indonesia",2090,286517
"SSP2","Indonesia",2095,280119.9
"SSP2","Indonesia",2100,273354.3
"SSP2","Iran (Islamic Republic of)",2020,86990.2
"SSP2","Iran (Islamic Republic of)",2025,90692.7
"SSP2","Iran (Islamic Republic of)",2030,94110.4
"SSP2","Iran (Islamic Republic of)",2035,96887
"SSP2","Iran (Islamic Republic of)",2040,99196.3
"SSP2","Iran (Islamic Republic of)",2045,101127.3
"SSP2","Iran (Islamic Republic of)",2050,102606.9
"SSP2","Iran (Islamic Republic of)",2055,103547.4
"SSP2","Iran (Islamic Republic of)",2060,103776.5
"SSP2","Iran (Islamic Republic of)",2065,103294.7
"SSP2","Iran (Islamic Republic of)",2070,102220
"SSP2","Iran (Islamic Republic of)",2075,100633
"SSP2","Iran (Islamic Republic of)",2080,98684.3
"SSP2","Iran (Islamic Republic of)",2085,96602
"SSP2","Iran (Islamic Republic of)",2090,94618.5
"SSP2","Iran (Islamic Republic of)",2095,92807.8
"SSP2","Iran (Islamic Republic of)",2100,91055.3
"SSP2","Iraq",2020,42043
"SSP2","Iraq",2025,47025.4
"SSP2","Iraq",2030,52081.2
"SSP2","Iraq",2035,57167.9
"SSP2","Iraq",2040,62266.9
"SSP2","Iraq",2045,67145.9
"SSP2","Iraq",2050,71655.9
"SSP2","Iraq",2055,75803.4
"SSP2","Iraq",2060,79503.1
"SSP2","Iraq",2065,82659.8
"SSP2","Iraq",2070,85298.4
"SSP2","Iraq",2075,87543.8
"SSP2","Iraq",2080,89420
"SSP2","Iraq",2085,90908
"SSP2","Iraq",2090,91982.2
"SSP2","Iraq",2095,92648.1
"SSP2","Iraq",2100,92929.8
"SSP2","Ireland",2020,4925.1
"SSP2","Ireland",2025,5124.5
"SSP2","Ireland",2030,5268.4
"SSP2","Ireland",2035,5419.3
"SSP2","Ireland",2040,5582.3
"SSP2","Ireland",2045,5752.5
"SSP2","Ireland",2050,5922.4
"SSP2","Ireland",2055,6065.4
"SSP2","Ireland",2060,6181.6
"SSP2","Ireland",2065,6273.2
"SSP2","Ireland",2070,6351
"SSP2","Ireland",2075,6421.9
"SSP2","Ireland",2080,6490.8
"SSP2","Ireland",2085,6558.1
"SSP2","Ireland",2090,6617.4
"SSP2","Ireland",2095,6658.7
"SSP2","Ireland",2100,6675.9
"SSP2","Israel",2020,8685.6
"SSP2","Israel",2025,9371.7
"SSP2","Israel",2030,10047.2
"SSP2","Israel",2035,10720.5
"SSP2","Israel",2040,11417.6
"SSP2","Israel",2045,12138.4
"SSP2","Israel",2050,12864.6
"SSP2","Israel",2055,13575.7
"SSP2","Israel",2060,14256.9
"SSP2","Israel",2065,14907.1
"SSP2","Israel",2070,15537.1
"SSP2","Israel",2075,16158.6
"SSP2","Israel",2080,16773.6
"SSP2","Israel",2085,17377.3
"SSP2","Israel",2090,17963.3
"SSP2","Israel",2095,18528.9
"SSP2","Israel",2100,19074.9
"SSP2","Italy",2020,59639.9
"SSP2","Italy",2025,58929.3
"SSP2","Italy",2030,58185.7
"SSP2","Italy",2035,57526.6
"SSP2","Italy",2040,56951.6
"SSP2","Italy",2045,56415.4
"SSP2","Italy",2050,55883.9
"SSP2","Italy",2055,55142.9
"SSP2","Italy",2060,54225
"SSP2","Italy",2065,53187.2
"SSP2","Italy",2070,52195.1
"SSP2","Italy",2075,51359
"SSP2","Italy",2080,50687.1
"SSP2","Italy",2085,50087.4
"SSP2","Italy",2090,49440.9
"SSP2","Italy",2095,48679.5
"SSP2","Italy",2100,47781.3
"SSP2","Jamaica",2020,2814.5
"SSP2","Jamaica",2025,2835.1
"SSP2","Jamaica",2030,2854.3
"SSP2","Jamaica",2035,2858.8
"SSP2","Jamaica",2040,2847.5
"SSP2","Jamaica",2045,2820
"SSP2","Jamaica",2050,2779.4
"SSP2","Jamaica",2055,2727.8
"SSP2","Jamaica",2060,2668.2
"SSP2","Jamaica",2065,2605.5
"SSP2","Jamaica",2070,2536.3
"SSP2","Jamaica",2075,2461.5
"SSP2","Jamaica",2080,2383.1
"SSP2","Jamaica",2085,2304.6
"SSP2","Jamaica",2090,2229.8
"SSP2","Jamaica",2095,2161.8
"SSP2","Jamaica",2100,2101.3
"SSP2","Japan",2020,125542.8
"SSP2","Japan",2025,122472.8
"SSP2","Japan",2030,119347.8
"SSP2","Japan",2035,116050.7
"SSP2","Japan",2040,112665.7
"SSP2","Japan",2045,109263
"SSP2","Japan",2050,105981.7
"SSP2","Japan",2055,102852.1
"SSP2","Japan",2060,99733.6
"SSP2","Japan",2065,96440
"SSP2","Japan",2070,92954.8
"SSP2","Japan",2075,89435.7
"SSP2","Japan",2080,86148.3
"SSP2","Japan",2085,83172.7
"SSP2","Japan",2090,80412.2
"SSP2","Japan",2095,77734.8
"SSP2","Japan",2100,75040.9
"SSP2","Jordan",2020,10817.1
"SSP2","Jordan",2025,11892.4
"SSP2","Jordan",2030,12967.8
"SSP2","Jordan",2035,14015.6
"SSP2","Jordan",2040,15003.8
"SSP2","Jordan",2045,15905.1
"SSP2","Jordan",2050,16663.7
"SSP2","Jordan",2055,17291.6
"SSP2","Jordan",2060,17791
"SSP2","Jordan",2065,18198.4
"SSP2","Jordan",2070,18527.5
"SSP2","Jordan",2075,18781.8
"SSP2","Jordan",2080,18934.9
"SSP2","Jordan",2085,18994.1
"SSP2","Jordan",2090,18964.1
"SSP2","Jordan",2095,18864.5
"SSP2","Jordan",2100,18708
"SSP2","Kazakhstan",2020,18861.1
"SSP2","Kazakhstan",2025,19790.3
"SSP2","Kazakhstan",2030,20637
"SSP2","Kazakhstan",2035,21383.3
"SSP2","Kazakhstan",2040,22091.9
"SSP2","Kazakhstan",2045,22758
"SSP2","Kazakhstan",2050,23345.9
"SSP2","Kazakhstan",2055,23802
"SSP2","Kazakhstan",2060,24089.3
"SSP2","Kazakhstan",2065,24280.1
"SSP2","Kazakhstan",2070,24430.7
"SSP2","Kazakhstan",2075,24565.8
"SSP2","Kazakhstan",2080,24695.2
"SSP2","Kazakhstan",2085,24809.5
"SSP2","Kazakhstan",2090,24902.2
"SSP2","Kazakhstan",2095,24960
"SSP2","Kazakhstan",2100,24968.8
"SSP2","Kenya",2020,51460.2
"SSP2","Kenya",2025,56832.6
"SSP2","Kenya",2030,62459.7
"SSP2","Kenya",2035,68057
"SSP2","Kenya",2040,73418.1
"SSP2","Kenya",2045,78424.5
"SSP2","Kenya",2050,83049.7
"SSP2","Kenya",2055,87115.5
"SSP2","Kenya",2060,90686.9
"SSP2","Kenya",2065,93561.9
"SSP2","Kenya",2070,95754.4
"SSP2","Kenya",2075,97385.9
"SSP2","Kenya",2080,98568
"SSP2","Kenya",2085,99337.2
"SSP2","Kenya",2090,99692.6
"SSP2","Kenya",2095,99585
"SSP2","Kenya",2100,99074
"SSP2","Kiribati",2020,125.3
"SSP2","Kiribati",2025,136.1
"SSP2","Kiribati",2030,145.6
"SSP2","Kiribati",2035,153.7
"SSP2","Kiribati",2040,160.8
"SSP2","Kiribati",2045,167.6
"SSP2","Kiribati",2050,173.5
"SSP2","Kiribati",2055,178
"SSP2","Kiribati",2060,180.5
"SSP2","Kiribati",2065,181.7
"SSP2","Kiribati",2070,182
"SSP2","Kiribati",2075,182.1
"SSP2","Kiribati",2080,181.9
"SSP2","Kiribati",2085,181.3
"SSP2","Kiribati",2090,180
"SSP2","Kiribati",2095,177.9
"SSP2","Kiribati",2100,175.3
"SSP2","Kuwait",2020,4468.4
"SSP2","Kuwait",2025,4735.5
"SSP2","Kuwait",2030,4965.1
"SSP2","Kuwait",2035,5167.6
"SSP2","Kuwait",2040,5349.4
"SSP2","Kuwait",2045,5501.6
"SSP2","Kuwait",2050,5608.4
"SSP2","Kuwait",2055,5660.5
"SSP2","Kuwait",2060,5662
"SSP2","Kuwait",2065,5614.7
"SSP2","Kuwait",2070,5543.3
"SSP2","Kuwait",2075,5469.2
"SSP2","Kuwait",2080,5405.7
"SSP2","Kuwait",2085,5353.5
"SSP2","Kuwait",2090,5300.1
"SSP2","Kuwait",2095,5228.9
"SSP2","Kuwait",2100,5127.2
"SSP2","Kyrgyzstan",2020,6372.3
"SSP2","Kyrgyzstan",2025,6897.4
"SSP2","Kyrgyzstan",2030,7373
"SSP2","Kyrgyzstan",2035,7815.4
"SSP2","Kyrgyzstan",2040,8244.6
"SSP2","Kyrgyzstan",2045,8652.1
"SSP2","Kyrgyzstan",2050,9003.1
"SSP2","Kyrgyzstan",2055,9286.5
"SSP2","Kyrgyzstan",2060,9500
"SSP2","Kyrgyzstan",2065,9662
"SSP2","Kyrgyzstan",2070,9793.3
"SSP2","Kyrgyzstan",2075,9899.8
"SSP2","Kyrgyzstan",2080,9978.8
"SSP2","Kyrgyzstan",2085,10035.6
"SSP2","Kyrgyzstan",2090,10067.4
"SSP2","Kyrgyzstan",2095,10081.2
"SSP2","Kyrgyzstan",2100,10075.3
"SSP2","Lao People's Democratic Republic",2020,7265.7
"SSP2","Lao People's Democratic Republic",2025,7767.7
"SSP2","Lao People's Democratic Republic",2030,8216.6
"SSP2","Lao People's Democratic Republic",2035,8602.2
"SSP2","Lao People's Democratic Republic",2040,8921.2
"SSP2","Lao People's Democratic Republic",2045,9164.1
"SSP2","Lao People's Democratic Republic",2050,9328.2
"SSP2","Lao People's Democratic Republic",2055,9431.1
"SSP2","Lao People's Democratic Republic",2060,9479.4
"SSP2","Lao People's Democratic Republic",2065,9476.1
"SSP2","Lao People's Democratic Republic",2070,9427
"SSP2","Lao People's Democratic Republic",2075,9338.9
"SSP2","Lao People's Democratic Republic",2080,9221.6
"SSP2","Lao People's Democratic Republic",2085,9080.8
"SSP2","Lao People's Democratic Republic",2090,8927.9
"SSP2","Lao People's Democratic Republic",2095,8767
"SSP2","Lao People's Democratic Republic",2100,8599.4
"SSP2","Latvia",2020,1907.2
"SSP2","Latvia",2025,1836.3
"SSP2","Latvia",2030,1735.4
"SSP2","Latvia",2035,1645
"SSP2","Latvia",2040,1568.5
"SSP2","Latvia",2045,1504.7
"SSP2","Latvia",2050,1449.7
"SSP2","Latvia",2055,1399.2
"SSP2","Latvia",2060,1352.2
"SSP2","Latvia",2065,1309.4
"SSP2","Latvia",2070,1270.9
"SSP2","Latvia",2075,1236.8
"SSP2","Latvia",2080,1206.1
"SSP2","Latvia",2085,1178.2
"SSP2","Latvia",2090,1152.4
"SSP2","Latvia",2095,1128.1
"SSP2","Latvia",2100,1103.4
"SSP2","Lebanon",2020,5694.5
"SSP2","Lebanon",2025,5939.4
"SSP2","Lebanon",2030,6237.5
"SSP2","Lebanon",2035,6511.8
"SSP2","Lebanon",2040,6754.7
"SSP2","Lebanon",2045,6962.2
"SSP2","Lebanon",2050,7123
"SSP2","Lebanon",2055,7238.1
"SSP2","Lebanon",2060,7325.1
"SSP2","Lebanon",2065,7389.5
"SSP2","Lebanon",2070,7436.4
"SSP2","Lebanon",2075,7457.2
"SSP2","Lebanon",2080,7451
"SSP2","Lebanon",2085,7411.2
"SSP2","Lebanon",2090,7337.3
"SSP2","Lebanon",2095,7232.6
"SSP2","Lebanon",2100,7102.3
"SSP2","Lesotho",2020,2239.6
"SSP2","Lesotho",2025,2348.8
"SSP2","Lesotho",2030,2445.4
"SSP2","Lesotho",2035,2529.2
"SSP2","Lesotho",2040,2597.6
"SSP2","Lesotho",2045,2649
"SSP2","Lesotho",2050,2684.5
"SSP2","Lesotho",2055,2700.5
"SSP2","Lesotho",2060,2696.2
"SSP2","Lesotho",2065,2674.9
"SSP2","Lesotho",2070,2643.6
"SSP2","Lesotho",2075,2605.9
"SSP2","Lesotho",2080,2563.9
"SSP2","Lesotho",2085,2517.8
"SSP2","Lesotho",2090,2468.1
"SSP2","Lesotho",2095,2416.2
"SSP2","Lesotho",2100,2363.4
"SSP2","Liberia",2020,5034.2
"SSP2","Liberia",2025,5653.1
"SSP2","Liberia",2030,6304.8
"SSP2","Liberia",2035,6967.1
"SSP2","Liberia",2040,7621
"SSP2","Liberia",2045,8248.9
"SSP2","Liberia",2050,8833.5
"SSP2","Liberia",2055,9375.4
"SSP2","Liberia",2060,9859
"SSP2","Liberia",2065,10290.9
"SSP2","Liberia",2070,10645.6
"SSP2","Liberia",2075,10925.8
"SSP2","Liberia",2080,11130.3
"SSP2","Liberia",2085,11276.9
"SSP2","Liberia",2090,11365.9
"SSP2","Liberia",2095,11404
"SSP2","Liberia",2100,11397.5
"SSP2","Libyan Arab Jamahiriya",2020,6612
"SSP2","Libyan Arab Jamahiriya",2025,7042
"SSP2","Libyan Arab Jamahiriya",2030,7459.3
"SSP2","Libyan Arab Jamahiriya",2035,7859.3
"SSP2","Libyan Arab Jamahiriya",2040,8247
"SSP2","Libyan Arab Jamahiriya",2045,8594
"SSP2","Libyan Arab Jamahiriya",2050,8871.1
"SSP2","Libyan Arab Jamahiriya",2055,9073.9
"SSP2","Libyan Arab Jamahiriya",2060,9223.2
"SSP2","Libyan Arab Jamahiriya",2065,9339.6
"SSP2","Libyan Arab Jamahiriya",2070,9432.4
"SSP2","Libyan Arab Jamahiriya",2075,9510.2
"SSP2","Libyan Arab Jamahiriya",2080,9566.2
"SSP2","Libyan Arab Jamahiriya",2085,9596.6
"SSP2","Libyan Arab Jamahiriya",2090,9600.6
"SSP2","Libyan Arab Jamahiriya",2095,9579.4
"SSP2","Libyan Arab Jamahiriya",2100,9530.4
"SSP2","Lithuania",2020,2835.9
"SSP2","Lithuania",2025,2725.2
"SSP2","Lithuania",2030,2584.3
"SSP2","Lithuania",2035,2453.8
"SSP2","Lithuania",2040,2334
"SSP2","Lithuania",2045,2227.6
"SSP2","Lithuania",2050,2131.1
"SSP2","Lithuania",2055,2038.5
"SSP2","Lithuania",2060,1950.3
"SSP2","Lithuania",2065,1872.4
"SSP2","Lithuania",2070,1805.5
"SSP2","Lithuania",2075,1748.4
"SSP2","Lithuania",2080,1699.9
"SSP2","Lithuania",2085,1657.6
"SSP2","Lithuania",2090,1620.3
"SSP2","Lithuania",2095,1588.2
"SSP2","Lithuania",2100,1560.9
"SSP2","Luxembourg",2020,626.1
"SSP2","Luxembourg",2025,655.3
"SSP2","Luxembourg",2030,676.9
"SSP2","Luxembourg",2035,697.2
"SSP2","Luxembourg",2040,716.8
"SSP2","Luxembourg",2045,736.7
"SSP2","Luxembourg",2050,757.6
"SSP2","Luxembourg",2055,776.3
"SSP2","Luxembourg",2060,792.2
"SSP2","Luxembourg",2065,803.8
"SSP2","Luxembourg",2070,811.7
"SSP2","Luxembourg",2075,816.4
"SSP2","Luxembourg",2080,818.2
"SSP2","Luxembourg",2085,817.1
"SSP2","Luxembourg",2090,813
"SSP2","Luxembourg",2095,805.9
"SSP2","Luxembourg",2100,796.5
"SSP2","Macao Special Administrative Region of China",2020,670
"SSP2","Macao Special Administrative Region of China",2025,698.8
"SSP2","Macao Special Administrative Region of China",2030,723.4
"SSP2","Macao Special Administrative Region of China",2035,744
"SSP2","Macao Special Administrative Region of China",2040,762
"SSP2","Macao Special Administrative Region of China",2045,778.5
"SSP2","Macao Special Administrative Region of China",2050,794.3
"SSP2","Macao Special Administrative Region of China",2055,805.4
"SSP2","Macao Special Administrative Region of China",2060,812.3
"SSP2","Macao Special Administrative Region of China",2065,813.7
"SSP2","Macao Special Administrative Region of China",2070,811
"SSP2","Macao Special Administrative Region of China",2075,804.3
"SSP2","Macao Special Administrative Region of China",2080,792.4
"SSP2","Macao Special Administrative Region of China",2085,774.7
"SSP2","Macao Special Administrative Region of China",2090,752.1
"SSP2","Macao Special Administrative Region of China",2095,727
"SSP2","Macao Special Administrative Region of China",2100,700.9
"SSP2","Madagascar",2020,27879.1
"SSP2","Madagascar",2025,31356.9
"SSP2","Madagascar",2030,34976.9
"SSP2","Madagascar",2035,38583.8
"SSP2","Madagascar",2040,42116
"SSP2","Madagascar",2045,45579
"SSP2","Madagascar",2050,48910.6
"SSP2","Madagascar",2055,52025
"SSP2","Madagascar",2060,54916.6
"SSP2","Madagascar",2065,57503.8
"SSP2","Madagascar",2070,59753.8
"SSP2","Madagascar",2075,61632.3
"SSP2","Madagascar",2080,63165.6
"SSP2","Madagascar",2085,64395.7
"SSP2","Madagascar",2090,65329.6
"SSP2","Madagascar",2095,65986.2
"SSP2","Madagascar",2100,66361.9
"SSP2","Malawi",2020,19120.9
"SSP2","Malawi",2025,21722.3
"SSP2","Malawi",2030,24535.5
"SSP2","Malawi",2035,27500.1
"SSP2","Malawi",2040,30484
"SSP2","Malawi",2045,33426.7
"SSP2","Malawi",2050,36265.3
"SSP2","Malawi",2055,38973
"SSP2","Malawi",2060,41515.3
"SSP2","Malawi",2065,43800.8
"SSP2","Malawi",2070,45813.5
"SSP2","Malawi",2075,47486.1
"SSP2","Malawi",2080,48830.9
"SSP2","Malawi",2085,49830.7
"SSP2","Malawi",2090,50571.4
"SSP2","Malawi",2095,51098.6
"SSP2","Malawi",2100,51426.9
"SSP2","Malaysia",2020,33003.6
"SSP2","Malaysia",2025,34723.7
"SSP2","Malaysia",2030,36316.5
"SSP2","Malaysia",2035,37751.4
"SSP2","Malaysia",2040,39005.4
"SSP2","Malaysia",2045,40092
"SSP2","Malaysia",2050,41011.1
"SSP2","Malaysia",2055,41761.3
"SSP2","Malaysia",2060,42331.6
"SSP2","Malaysia",2065,42682.1
"SSP2","Malaysia",2070,42816.8
"SSP2","Malaysia",2075,42725
"SSP2","Malaysia",2080,42421.1
"SSP2","Malaysia",2085,41931.2
"SSP2","Malaysia",2090,41311.9
"SSP2","Malaysia",2095,40612.9
"SSP2","Malaysia",2100,39857
"SSP2","Maldives",2020,510.9
"SSP2","Maldives",2025,548.1
"SSP2","Maldives",2030,580.7
"SSP2","Maldives",2035,609.9
"SSP2","Maldives",2040,638.1
"SSP2","Maldives",2045,665.9
"SSP2","Maldives",2050,691.4
"SSP2","Maldives",2055,712.6
"SSP2","Maldives",2060,728.5
"SSP2","Maldives",2065,737.7
"SSP2","Maldives",2070,741.2
"SSP2","Maldives",2075,738.6
"SSP2","Maldives",2080,729.6
"SSP2","Maldives",2085,714.7
"SSP2","Maldives",2090,695.5
"SSP2","Maldives",2095,675
"SSP2","Maldives",2100,655.8
"SSP2","Mali",2020,20886.8
"SSP2","Mali",2025,24361.1
"SSP2","Mali",2030,28185.2
"SSP2","Mali",2035,32226.8
"SSP2","Mali",2040,36353.5
"SSP2","Mali",2045,40468.6
"SSP2","Mali",2050,44479.3
"SSP2","Mali",2055,48364.6
"SSP2","Mali",2060,52031.9
"SSP2","Mali",2065,55501.3
"SSP2","Mali",2070,58717.4
"SSP2","Mali",2075,61589.3
"SSP2","Mali",2080,64148.4
"SSP2","Mali",2085,66233.7
"SSP2","Mali",2090,67880.6
"SSP2","Mali",2095,69079.1
"SSP2","Mali",2100,69973.6
"SSP2","Malta",2020,509.6
"SSP2","Malta",2025,517.4
"SSP2","Malta",2030,521.2
"SSP2","Malta",2035,521.2
"SSP2","Malta",2040,518.7
"SSP2","Malta",2045,515.9
"SSP2","Malta",2050,514.8
"SSP2","Malta",2055,513.7
"SSP2","Malta",2060,511.6
"SSP2","Malta",2065,506.9
"SSP2","Malta",2070,499.1
"SSP2","Malta",2075,488.2
"SSP2","Malta",2080,474.8
"SSP2","Malta",2085,459.4
"SSP2","Malta",2090,443.2
"SSP2","Malta",2095,427.2
"SSP2","Malta",2100,412.4
"SSP2","Martinique",2020,371
"SSP2","Martinique",2025,366.3
"SSP2","Martinique",2030,363.3
"SSP2","Martinique",2035,360.4
"SSP2","Martinique",2040,356.3
"SSP2","Martinique",2045,349.9
"SSP2","Martinique",2050,341.4
"SSP2","Martinique",2055,332.5
"SSP2","Martinique",2060,324.6
"SSP2","Martinique",2065,318.9
"SSP2","Martinique",2070,315.6
"SSP2","Martinique",2075,313.9
"SSP2","Martinique",2080,313.2
"SSP2","Martinique",2085,313.1
"SSP2","Martinique",2090,313.2
"SSP2","Martinique",2095,313
"SSP2","Martinique",2100,312.6
"SSP2","Mauritania",2020,4440.9
"SSP2","Mauritania",2025,5009.1
"SSP2","Mauritania",2030,5617.9
"SSP2","Mauritania",2035,6240.4
"SSP2","Mauritania",2040,6859.3
"SSP2","Mauritania",2045,7463.4
"SSP2","Mauritania",2050,8035.7
"SSP2","Mauritania",2055,8570.8
"SSP2","Mauritania",2060,9063.2
"SSP2","Mauritania",2065,9510.9
"SSP2","Mauritania",2070,9910
"SSP2","Mauritania",2075,10242.1
"SSP2","Mauritania",2080,10500.7
"SSP2","Mauritania",2085,10705.8
"SSP2","Mauritania",2090,10863.4
"SSP2","Mauritania",2095,10976.7
"SSP2","Mauritania",2100,11047.2
"SSP2","Mauritius",2020,1297
"SSP2","Mauritius",2025,1298.6
"SSP2","Mauritius",2030,1298.5
"SSP2","Mauritius",2035,1292.1
"SSP2","Mauritius",2040,1277.8
"SSP2","Mauritius",2045,1256.1
"SSP2","Mauritius",2050,1228.8
"SSP2","Mauritius",2055,1199.3
"SSP2","Mauritius",2060,1169.8
"SSP2","Mauritius",2065,1140.7
"SSP2","Mauritius",2070,1111
"SSP2","Mauritius",2075,1080
"SSP2","Mauritius",2080,1048.1
"SSP2","Mauritius",2085,1016.1
"SSP2","Mauritius",2090,984.3
"SSP2","Mauritius",2095,953.6
"SSP2","Mauritius",2100,924.4
"SSP2","Mayotte",2020,300.4
"SSP2","Mayotte",2025,356.5
"SSP2","Mayotte",2030,419.8
"SSP2","Mayotte",2035,490.7
"SSP2","Mayotte",2040,570.7
"SSP2","Mayotte",2045,660.7
"SSP2","Mayotte",2050,760.4
"SSP2","Mayotte",2055,870.1
"SSP2","Mayotte",2060,989.7
"SSP2","Mayotte",2065,1121.7
"SSP2","Mayotte",2070,1267.7
"SSP2","Mayotte",2075,1429.3
"SSP2","Mayotte",2080,1607.8
"SSP2","Mayotte",2085,1804.3
"SSP2","Mayotte",2090,2020
"SSP2","Mayotte",2095,2256.3
"SSP2","Mayotte",2100,2514.8
"SSP2","Mexico",2020,125610.5
"SSP2","Mexico",2025,130410.5
"SSP2","Mexico",2030,135618.6
"SSP2","Mexico",2035,140225.4
"SSP2","Mexico",2040,144099.8
"SSP2","Mexico",2045,147156.7
"SSP2","Mexico",2050,149417.9
"SSP2","Mexico",2055,151052
"SSP2","Mexico",2060,152074.9
"SSP2","Mexico",2065,152576.9
"SSP2","Mexico",2070,152594.2
"SSP2","Mexico",2075,152155.5
"SSP2","Mexico",2080,151339.2
"SSP2","Mexico",2085,150231.4
"SSP2","Mexico",2090,148889.3
"SSP2","Mexico",2095,147409.7
"SSP2","Mexico",2100,145736.8
"SSP2","Micronesia (Federated States of)",2020,111.6
"SSP2","Micronesia (Federated States of)",2025,114.7
"SSP2","Micronesia (Federated States of)",2030,117.5
"SSP2","Micronesia (Federated States of)",2035,119.5
"SSP2","Micronesia (Federated States of)",2040,120.2
"SSP2","Micronesia (Federated States of)",2045,119.6
"SSP2","Micronesia (Federated States of)",2050,118
"SSP2","Micronesia (Federated States of)",2055,115.5
"SSP2","Micronesia (Federated States of)",2060,112.7
"SSP2","Micronesia (Federated States of)",2065,110.2
"SSP2","Micronesia (Federated States of)",2070,107.8
"SSP2","Micronesia (Federated States of)",2075,105.4
"SSP2","Micronesia (Federated States of)",2080,102.9
"SSP2","Micronesia (Federated States of)",2085,100.4
"SSP2","Micronesia (Federated States of)",2090,98.1
"SSP2","Micronesia (Federated States of)",2095,96.2
"SSP2","Micronesia (Federated States of)",2100,94.7
"SSP2","Mongolia",2020,3266.5
"SSP2","Mongolia",2025,3507.6
"SSP2","Mongolia",2030,3723.8
"SSP2","Mongolia",2035,3934
"SSP2","Mongolia",2040,4144.9
"SSP2","Mongolia",2045,4356.3
"SSP2","Mongolia",2050,4562
"SSP2","Mongolia",2055,4743.4
"SSP2","Mongolia",2060,4887.4
"SSP2","Mongolia",2065,5004.5
"SSP2","Mongolia",2070,5098.9
"SSP2","Mongolia",2075,5176.5
"SSP2","Mongolia",2080,5244.7
"SSP2","Mongolia",2085,5307.2
"SSP2","Mongolia",2090,5359.9
"SSP2","Mongolia",2095,5398.5
"SSP2","Mongolia",2100,5415.4
"SSP2","Montenegro",2020,629.9
"SSP2","Montenegro",2025,648.6
"SSP2","Montenegro",2030,641.3
"SSP2","Montenegro",2035,634
"SSP2","Montenegro",2040,627.5
"SSP2","Montenegro",2045,621.8
"SSP2","Montenegro",2050,616.5
"SSP2","Montenegro",2055,611.1
"SSP2","Montenegro",2060,605.2
"SSP2","Montenegro",2065,598.6
"SSP2","Montenegro",2070,591.4
"SSP2","Montenegro",2075,583.7
"SSP2","Montenegro",2080,575.5
"SSP2","Montenegro",2085,567.2
"SSP2","Montenegro",2090,558.8
"SSP2","Montenegro",2095,550.2
"SSP2","Montenegro",2100,541.2
"SSP2","Morocco",2020,36488.8
"SSP2","Morocco",2025,38408.5
"SSP2","Morocco",2030,40053.5
"SSP2","Morocco",2035,41439.9
"SSP2","Morocco",2040,42542.7
"SSP2","Morocco",2045,43361.2
"SSP2","Morocco",2050,43922.5
"SSP2","Morocco",2055,44278.3
"SSP2","Morocco",2060,44430.4
"SSP2","Morocco",2065,44421.7
"SSP2","Morocco",2070,44247.7
"SSP2","Morocco",2075,43945.1
"SSP2","Morocco",2080,43524.7
"SSP2","Morocco",2085,43034.2
"SSP2","Morocco",2090,42469.3
